Id , Brand , Title, Type_THC , Price, Amount, Image Link 
102,Left Handed,Snickerdoodle Cookies,$22,Hybrid,(10pk),https://ik.imagekit.io/qxmwvn2y0qb/higherleaf%2FLH+Snickerdoodles.jpg-c22861b7-7370-40dc-8887-1ca1176d19f1?tr=w-320
103,Lush,CBD Ginger Peach 1:1,$32,Hybrid,(10pk),https://ik.imagekit.io/qxmwvn2y0qb/Verdelux+Lush+Ginger+Peach+Edible+Candy.jpg?tr=w-320
104,Lush,CBD Green Apple 1:1,$32,Hybrid,(10pk),https://ik.imagekit.io/qxmwvn2y0qb/Lush+CBD+Green+Apple+Edible+Candy.jpg?tr=w-320
105,Lush,Hawaiian Mix ,$27,Hybrid,(10pk),https://ik.imagekit.io/qxmwvn2y0qb/Verdelux+Lush+Hawaiian+Mix.jpeg?tr=w-320
106,Lush,Mango Lime,$6 - $27,Hybrid,(Single - 10pk),https://ik.imagekit.io/qxmwvn2y0qb/Verdelux+Lush+Mango+Lime.jpeg?tr=w-320
107,Lush,Mixed Berry,$27,Hybrid,(10pk),https://ik.imagekit.io/qxmwvn2y0qb/Verdelux+Lush+Mixed+Berry.jpeg?tr=w-320
108,Mr. Moxey's,CBD Cinnamon Mints 1:1,$33,High CBD,(20pk),https://ik.imagekit.io/qxmwvn2y0qb/Mr.+Moxey%27s+WA+Balance+Cinnamon+edible+mints+candy.jpg?tr=w-320
109,Mr. Moxey's,CBD Dream Lavender Peppermint 3:1,$33,High CBD,(20pk),https://ik.imagekit.io/qxmwvn2y0qb/Mr.+Moxey%27s+WA+Dream+lavendar+mints+edible+candy.jpg?tr=w-320
110,Mr. Moxey's,CBD Ginger Mints,$33,High CBD,(20pk),https://ik.imagekit.io/qxmwvn2y0qb/Mr.+Moxey%27s+WA+Relief+Ginger+mints+edible+candy.jpg?tr=w-320
111,Mr. Moxey's,CBD Peppermint 25:1,$40,Hybrid,(20pk),https://ik.imagekit.io/qxmwvn2y0qb/Botanica+Moxey's+Mints+Peppermint+CBD.jpg?tr=w-320
112,Mr. Moxey's,CBD Peppermints 1:1,$33,High CBD,(20pk),https://ik.imagekit.io/qxmwvn2y0qb/Botanica+Moxey's+Mints+Peppermint+CBD.jpg?tr=w-320
113,Mr. Moxey's,Cinnamon Mints,$30,Indica,(20pk),https://ik.imagekit.io/qxmwvn2y0qb/Botanica+Moxey's+Mints+Cinnamon.jpg?tr=w-320
114,Mr. Moxey's,Peppermints,$4 - $30,Sativa,(2pk - 20pk),https://ik.imagekit.io/qxmwvn2y0qb/Botanica+Moxey's+Mints+Peppermint.jpg?tr=w-320
115,Phat Panda,Strawberry Kiwi CBD 10:1 ,$30,Hybrid,(10pk),https://ik.imagekit.io/qxmwvn2y0qb/higherleaf%2FFruit-Drops-Strawberry-Kiwi-scaled-e1593842398530+%281%29.jpg-7e36525-80ab-4a1d-a513-a951b9e35dba?tr=w-320
116,Phat Panda,Strawberry Kiwi CBD 1:1 ,$30,Hybrid,(10pk),https://ik.imagekit.io/qxmwvn2y0qb/higherleaf%2FFruit-Drops-Strawberry-Kiwi-scaled-e1593842398530+%281%29.jpg-7e36525-80ab-4a1d-a513-a951b9e35dba?tr=w-320
117,Pioneer Squares,Black & Blueberry Fruit Noms,$6 - $33,Hybrid,(Single - 10pk),https://ik.imagekit.io/qxmwvn2y0qb/Craft+Elixir+Pioneer+Squares+black+%26+blueberry+single+and+10pk+thc+edible+candy.jpg?tr=w-320
118,Pioneer Squares,CBD Black & Blueberry Fruit Noms,$33,High CBD,(10pk),https://ik.imagekit.io/qxmwvn2y0qb/Craft+Elixirs+Pioneer+Squares+CBD+black+%26+blueberry+single+and+10pk+edible+candy.jpg?tr=w-320
119,Pioneer Squares,CBD Sour Cherry Fruit Noms,$33,High CBD,(10pk),https://ik.imagekit.io/qxmwvn2y0qb/Craft+Elixirs+Pioneer+Squares+Sour+Cherry+CBD.jpg?tr=w-320
120,Pioneer Squares,Lemon Mandarin Fruit Noms,$6 - $33,Hybrid,(Single - 10pk),https://ik.imagekit.io/qxmwvn2y0qb/Craft+Elixirs+Pioneer+Squares+Lemon+Mandarin+THC+single+and+10pk+edible+candy.jpg?tr=w-320
121,Pioneer Squares,Pineapple Crush Fruit Noms,$6 - $33,Hybrid,(Single - 10pk),https://ik.imagekit.io/qxmwvn2y0qb/Craft+Elixirs+Pioneer+Squares+THC+pineapple+cruch+single+and+10pk+edible+candy.jpg?tr=w-320
122,Pioneer Squares,Pink Lemonade Fruit Noms,$6 - $33,Hybrid,(Single - 10pk),https://ik.imagekit.io/qxmwvn2y0qb/Craft+Elixirs+Pioneers+Squares+thc+pink+lemonade+single+and+10pk+edible+candy.jpg?tr=w-320
123,Pioneer Squares,Sour Cherry Fruit Noms,$6 - $33,Hybrid,(Single - 10pk),https://ik.imagekit.io/qxmwvn2y0qb/Craft+Elixirs+Pioneer+Squares+Sour+Cherry+THC+edible+candy.jpg?tr=w-320
124,Pioneer Squares,Watermelon Kiwi Fruit Noms,$6 - $33,Hybrid,(Single - 10pk),https://ik.imagekit.io/qxmwvn2y0qb/Craft+ELixirs+Pioneer+Squares+thc+watermelon+kiwi+single+and+10pk+edible+candy.jpg?tr=w-320
